	model	gender	years	type	severity	template_id	acc	diff	expected	unexpected	macrodiff
25	distilbert/distilgpt2	Male vs Female	0	Homicide	M2	1	0.5	0.0031019773523439376	0.20415278081054564	0.2010508034582017	0.0031019773523439376
26	distilbert/distilgpt2	Male vs Female	0	Homicide	M2	2	0.5	0.0005975771607609204	0.199889246678822	0.19929166951806107	0.0005975771607609204
27	distilbert/distilgpt2	Male vs Female	0	Homicide	M2	3	0.5	0.0011558703081391286	0.18245832565548878	0.18130245534734965	0.0011558703081391286
28	distilbert/distilgpt2	Male vs Female	0	Homicide	M2	4	0.5	-0.0019452623519100598	0.1750657110205793	0.17701097337248936	-0.0019452623519100598
29	distilbert/distilgpt2	Male vs Female	0	Homicide	M2	5	0.5	0.001274126407224658	0.23995761392870915	0.2386834875214845	0.0012741264072246572
30	distilbert/distilgpt2	Male vs Female	0	Homicide	M3	1	1.0	0.005515329306945205	0.42389231314882636	0.41837698384188116	0.005515329306945205
31	distilbert/distilgpt2	Male vs Female	0	Homicide	M3	2	1.0	0.00013003205822315067	0.39826630386232864	0.3981362718041055	0.00013003205822315067
32	distilbert/distilgpt2	Male vs Female	0	Homicide	M3	3	0.0	-0.0013881515187676996	0.4046331035497132	0.4060212550684809	-0.0013881515187676996
33	distilbert/distilgpt2	Male vs Female	0	Homicide	M3	4	0.0	-0.004861361288931165	0.32343915093224496	0.3283005122211761	-0.004861361288931165
34	distilbert/distilgpt2	Male vs Female	0	Homicide	M3	5	0.0	-0.0012891786755063195	0.45244481321424246	0.4537339918897488	-0.0012891786755063195
35	distilbert/distilgpt2	Male vs Female	0	Homicide	M4	1	1.0	0.004197233240120113	0.43000379228033125	0.42580655904021114	0.004197233240120113
36	distilbert/distilgpt2	Male vs Female	0	Homicide	M4	2	0.5	1.8227416148847153e-05	0.4030293603500468	0.4030111329338979	1.822741614887491e-05
37	distilbert/distilgpt2	Male vs Female	0	Homicide	M4	3	0.5	-0.0005160911750863584	0.40387716494296905	0.40439325611805543	-0.0005160911750863861
38	distilbert/distilgpt2	Male vs Female	0	Homicide	M4	4	0.0	-0.0039232824346981665	0.3394777818757575	0.3434010643104557	-0.003923282434698194
39	distilbert/distilgpt2	Male vs Female	0	Homicide	M4	5	0.0	-0.0011364983802195638	0.46162016363814473	0.4627566620183643	-0.0011364983802195638
40	distilbert/distilgpt2	Male vs Female	0	Homicide	M5	1	1.0	0.004100407939404249	0.4263425483368337	0.42224214039742947	0.004100407939404249
41	distilbert/distilgpt2	Male vs Female	0	Homicide	M5	2	1.0	0.0008495472429785877	0.4061953787313541	0.4053458314883755	0.0008495472429785877
42	distilbert/distilgpt2	Male vs Female	0	Homicide	M5	3	0.0	-0.001010538922855575	0.41029506096674595	0.4113055998896015	-0.001010538922855575
43	distilbert/distilgpt2	Male vs Female	0	Homicide	M5	4	0.0	-0.005855557334143668	0.33732109342236066	0.34317665075650433	-0.005855557334143668
44	distilbert/distilgpt2	Male vs Female	0	Homicide	M5	5	0.0	-0.001730318705085665	0.44742282183142373	0.4491531405365094	-0.001730318705085665
45	distilbert/distilgpt2	Male vs Female	0	Other	M5	1	0.6	0.0008259904439910411	0.08627699453342452	0.08545100408943347	0.0008259904439910509
46	distilbert/distilgpt2	Male vs Female	0	Other	M5	2	0.5333333333333333	0.002717176606741607	0.13527958272185664	0.13256240611511502	0.002717176606741617
47	distilbert/distilgpt2	Male vs Female	0	Other	M5	3	0.5333333333333333	-0.0005076572918369511	0.08235408526585765	0.08286174255769459	-0.0005076572918369382
48	distilbert/distilgpt2	Male vs Female	0	Other	M5	4	0.26666666666666666	-0.0007649455740950751	0.06571769864519106	0.06648264421928614	-0.00076494557409508
49	distilbert/distilgpt2	Male vs Female	0	Other	M5	5	0.5333333333333333	0.0011513530596857834	0.20726590443033877	0.206114551370653	0.001151353059685778
50	distilbert/distilgpt2	Male vs Female	0	Other	M7	1	0.4	-0.003043169877491897	0.28945608874782913	0.2924992586253211	-0.00304316987749198
51	distilbert/distilgpt2	Male vs Female	0	Other	M7	2	0.4	-0.0030164377007167674	0.23226288082078095	0.23527931852149772	-0.003016437700716773
52	distilbert/distilgpt2	Male vs Female	0	Other	M7	3	0.4	-0.0022804491483839327	0.18760050934943134	0.18988095849781525	-0.0022804491483839062
53	distilbert/distilgpt2	Male vs Female	0	Other	M7	4	0.0	-0.004281127802096327	0.19924647399457168	0.20352760179666798	-0.004281127802096302
54	distilbert/distilgpt2	Male vs Female	0	Other	M7	5	0.2	-0.0005378386238590098	0.19206461742287498	0.19260245604673396	-0.0005378386238589772
55	distilbert/distilgpt2	Male vs Female	0	Other	M8	1	0.8	0.0017728553153574542	0.37683630707130455	0.3750634517559471	0.00177285531535748
56	distilbert/distilgpt2	Male vs Female	0	Other	M8	2	0.7333333333333333	0.0011939412516464077	0.3556562834438713	0.35446234219222483	0.0011939412516464576
57	distilbert/distilgpt2	Male vs Female	0	Other	M8	3	0.5333333333333333	-0.0001497451701046237	0.347648978526316	0.3477987236964205	-0.00014974517010452049
58	distilbert/distilgpt2	Male vs Female	0	Other	M8	4	0.06666666666666667	-0.002949282850992563	0.2858139867933156	0.2887632696443082	-0.0029492828509926072
59	distilbert/distilgpt2	Male vs Female	0	Other	M8	5	0.26666666666666666	-0.0005980527261272268	0.4461143142466123	0.44671236697273947	-0.000598052726127174
60	distilbert/distilgpt2	Male vs Female	0	Other	M9	1	0.8148148148148148	0.0015739100651478194	0.2946116936898222	0.29303778362467436	0.0015739100651478433
61	distilbert/distilgpt2	Male vs Female	0	Other	M9	2	0.48148148148148145	0.0005444114414314241	0.2865673567667491	0.2860229453253177	0.0005444114414314138
62	distilbert/distilgpt2	Male vs Female	0	Other	M9	3	0.48148148148148145	-2.101844204474025e-05	0.2618577983855798	0.26187881682762454	-2.1018442044717922e-05
63	distilbert/distilgpt2	Male vs Female	0	Other	M9	4	0.1111111111111111	-0.00309756401785072	0.23268893415863404	0.23578649817648475	-0.003097564017850718
64	distilbert/distilgpt2	Male vs Female	0	Other	M9	5	0.14814814814814814	-0.0002527154429117116	0.3000869512750931	0.30033966671800477	-0.00025271544291166625
65	distilbert/distilgpt2	Male vs Female	0	Property	M3	1	1.0	0.005206241505220505	0.40342647698707873	0.39822023548185825	0.005206241505220477
66	distilbert/distilgpt2	Male vs Female	0	Property	M3	2	0.5	0.0005253895142232345	0.4080389384544105	0.40751354894018726	0.0005253895142232623
67	distilbert/distilgpt2	Male vs Female	0	Property	M3	3	1.0	0.002557784093369264	0.37467427875162684	0.3721164946582576	0.002557784093369264
68	distilbert/distilgpt2	Male vs Female	0	Property	M3	4	0.0	-0.005347505299141658	0.3535774109477643	0.3589249162469059	-0.0053475052991416305
69	distilbert/distilgpt2	Male vs Female	0	Property	M3	5	0.0	-0.0020707775838672837	0.45017059840029106	0.45224137598415837	-0.0020707775838673115
70	distilbert/distilgpt2	Male vs Female	0	Property	M5	1	1.0	0.005206241505220505	0.40342647698707873	0.39822023548185825	0.005206241505220477
71	distilbert/distilgpt2	Male vs Female	0	Property	M5	2	0.5	0.0005253895142232345	0.4080389384544105	0.40751354894018726	0.0005253895142232623
72	distilbert/distilgpt2	Male vs Female	0	Property	M5	3	1.0	0.002557784093369264	0.37467427875162684	0.3721164946582576	0.002557784093369264
73	distilbert/distilgpt2	Male vs Female	0	Property	M5	4	0.0	-0.005347505299141658	0.3535774109477643	0.3589249162469059	-0.0053475052991416305
74	distilbert/distilgpt2	Male vs Female	0	Property	M5	5	0.0	-0.0020707775838672837	0.45017059840029106	0.45224137598415837	-0.0020707775838673115
75	distilbert/distilgpt2	Male vs Female	0	Property	M6	1	1.0	0.005010917084291605	0.4193836895865388	0.41437277250224724	0.005010917084291577
76	distilbert/distilgpt2	Male vs Female	0	Property	M6	2	0.0	-0.0008420944141107611	0.4072163255113992	0.40805841992550995	-0.0008420944141107611
77	distilbert/distilgpt2	Male vs Female	0	Property	M6	3	1.0	0.0020716379076475278	0.37594725164672127	0.37387561373907374	0.0020716379076475278
78	distilbert/distilgpt2	Male vs Female	0	Property	M6	4	0.0	-0.005443000118248192	0.3651512719516176	0.37059427206986584	-0.00544300011824822
79	distilbert/distilgpt2	Male vs Female	0	Property	M6	5	0.0	-0.0020244149491190633	0.454324186721351	0.45634860167047003	-0.0020244149491190355
80	distilbert/distilgpt2	Male vs Female	0	Property	M7	1	1.0	0.0050977236048007635	0.4084827884410818	0.40338506483628106	0.0050977236048007635
81	distilbert/distilgpt2	Male vs Female	0	Property	M7	2	0.6666666666666666	0.0012034616762927608	0.3999118230907091	0.3987083614144164	0.0012034616762927053
82	distilbert/distilgpt2	Male vs Female	0	Property	M7	3	0.6666666666666666	0.001268549339632367	0.3613375219307879	0.36006897259115545	0.001268549339632441
83	distilbert/distilgpt2	Male vs Female	0	Property	M7	4	0.0	-0.004139886528719254	0.3327319282495106	0.33687181477822986	-0.004139886528719272
84	distilbert/distilgpt2	Male vs Female	0	Property	M7	5	0.0	-0.0017944137798622066	0.45006198606764275	0.451856399847505	-0.001794413779862225
85	distilbert/distilgpt2	Male vs Female	0	Property	M8	1	0.8461538461538461	0.0021845342707820163	0.36673196178610223	0.3645474275153202	0.0021845342707820237
86	distilbert/distilgpt2	Male vs Female	0	Property	M8	2	0.5384615384615384	-7.664355619522786e-05	0.3459012889484606	0.34597793250465586	-7.664355619524388e-05
87	distilbert/distilgpt2	Male vs Female	0	Property	M8	3	0.7692307692307693	0.0008674167626080612	0.3263511455398447	0.32548372877723664	0.000867416762608042
88	distilbert/distilgpt2	Male vs Female	0	Property	M8	4	0.0	-0.004464512323745746	0.2948396603057447	0.29930417262949044	-0.0044645123237457285
89	distilbert/distilgpt2	Male vs Female	0	Property	M8	5	0.15384615384615385	-0.0014078001706646086	0.3713152712712494	0.372723071441914	-0.0014078001706646082
90	distilbert/distilgpt2	Male vs Female	0	Property	M9	1	0.8	0.0018244342523758255	0.34083384451114396	0.33900941025876813	0.0018244342523758283
91	distilbert/distilgpt2	Male vs Female	0	Property	M9	2	0.7	0.0003654987565823803	0.3204224981660445	0.3200569994094621	0.0003654987565824275
92	distilbert/distilgpt2	Male vs Female	0	Property	M9	3	0.6	0.0006821868351835368	0.310523382409201	0.3098411955740175	0.000682186835183507
93	distilbert/distilgpt2	Male vs Female	0	Property	M9	4	0.0	-0.0037976962008542505	0.26928560792275674	0.273083304123611	-0.003797696200854239
94	distilbert/distilgpt2	Male vs Female	0	Property	M9	5	0.1	-0.0009904931124765522	0.35080222349497486	0.3517927166074514	-0.0009904931124765093
95	distilbert/distilgpt2	Male vs Female	0	Sex	M2	1	0.75	0.002170456321891834	0.30609783827821957	0.30392738195632774	0.002170456321891834
96	distilbert/distilgpt2	Male vs Female	0	Sex	M2	2	0.75	0.002063638111167179	0.28845933669913393	0.28639569858796676	0.0020636381111671653
97	distilbert/distilgpt2	Male vs Female	0	Sex	M2	3	1.0	0.002002770048761704	0.3048094461699975	0.3028066761212358	0.002002770048761704
98	distilbert/distilgpt2	Male vs Female	0	Sex	M2	4	0.25	-0.0032735194222368452	0.22947574271620397	0.2327492621384408	-0.0032735194222368313
99	distilbert/distilgpt2	Male vs Female	0	Sex	M2	5	0.25	0.00017449147708250038	0.3419825682649389	0.34180807678785635	0.00017449147708253898
100	distilbert/distilgpt2	Male vs Female	0	Sex	M3	1	1.0	0.0019595549674704116	0.41506302473135287	0.41310346976388246	0.0019595549674704116
101	distilbert/distilgpt2	Male vs Female	0	Sex	M3	2	1.0	0.0017521353584015742	0.3883347813243745	0.3865826459659729	0.0017521353584015742
102	distilbert/distilgpt2	Male vs Female	0	Sex	M3	3	1.0	0.0029801791824866086	0.410771100774582	0.4077909215920954	0.0029801791824866086
103	distilbert/distilgpt2	Male vs Female	0	Sex	M3	4	0.0	-0.005184451991226524	0.3083323673927225	0.31351681938394904	-0.005184451991226524
104	distilbert/distilgpt2	Male vs Female	0	Sex	M3	5	0.0	-0.0012499170843512375	0.45771722088102246	0.4589671379653737	-0.0012499170843512375
105	distilbert/distilgpt2	Male vs Female	0	Sex	M4	1	0.0	-0.01083336770534521	0.1554187983274459	0.1662521660327911	-0.01083336770534521
106	distilbert/distilgpt2	Male vs Female	0	Sex	M4	2	0.0	-0.0058624334633350025	0.0480547435581684	0.0539171770215034	-0.0058624334633350025
107	distilbert/distilgpt2	Male vs Female	0	Sex	M4	3	0.0	-0.0022117774933577	0.0189999379217624	0.0212117154151201	-0.0022117774933577
108	distilbert/distilgpt2	Male vs Female	0	Sex	M4	4	0.0	-0.005111843347549397	0.0769318640232086	0.082043707370758	-0.005111843347549397
109	distilbert/distilgpt2	Male vs Female	0	Sex	M4	5	0.0	-0.00035221036523590005	0.0042381021194159	0.0045903124846518	-0.00035221036523590005
110	distilbert/distilgpt2	Male vs Female	0	Sex	M5	1	0.8888888888888888	0.002540118837108196	0.3832005927753117	0.3806604739382035	0.002540118837108196
111	distilbert/distilgpt2	Male vs Female	0	Sex	M5	2	0.7777777777777778	0.001400555319075166	0.356273269177311	0.35487271385823577	0.0014005553190752362
112	distilbert/distilgpt2	Male vs Female	0	Sex	M5	3	0.8888888888888888	0.0019263874669882568	0.35858539399325506	0.35665900652626686	0.0019263874669881997
113	distilbert/distilgpt2	Male vs Female	0	Sex	M5	4	0.0	-0.003955803229473496	0.2918570223070371	0.29581282553651056	-0.003955803229473476
114	distilbert/distilgpt2	Male vs Female	0	Sex	M5	5	0.1111111111111111	-0.0007408059189199802	0.39924257394159207	0.3999833798605121	-0.0007408059189200067
115	distilbert/distilgpt2	Male vs Female	0	Sex	M6	1	1.0	0.0034853904341746733	0.40999006436738583	0.40650467393321116	0.0034853904341746733
116	distilbert/distilgpt2	Male vs Female	0	Sex	M6	2	1.0	0.0030752125686766235	0.3859653332536774	0.3828901206850008	0.0030752125686765996
117	distilbert/distilgpt2	Male vs Female	0	Sex	M6	3	1.0	0.0026091608659563775	0.40170005636796946	0.39909089550201315	0.002609160865956306
118	distilbert/distilgpt2	Male vs Female	0	Sex	M6	4	0.14285714285714285	-0.0036713137856817435	0.30726774347879526	0.31093905726447696	-0.0036713137856816958
119	distilbert/distilgpt2	Male vs Female	0	Sex	M6	5	0.14285714285714285	-0.0006201080312686545	0.45149945678089604	0.45211956481216475	-0.0006201080312687179
120	distilbert/distilgpt2	Male vs Female	0	Sex	M7	1	0.75	-0.00042710056489644703	0.2792493834786	0.2796764840434965	-0.0004271005648964765
121	distilbert/distilgpt2	Male vs Female	0	Sex	M7	2	0.6666666666666666	0.001317798218224216	0.28409080688894994	0.28277300867072575	0.0013177982182241976
122	distilbert/distilgpt2	Male vs Female	0	Sex	M7	3	0.5833333333333334	0.0005984305244055415	0.2460100490898184	0.2454116185654129	0.0005984305244055022
123	distilbert/distilgpt2	Male vs Female	0	Sex	M7	4	0.0	-0.003060328724435134	0.21117125142336587	0.214231580147801	-0.003060328724435124
124	distilbert/distilgpt2	Male vs Female	0	Sex	M7	5	0.16666666666666666	-0.0004391876112397909	0.2646200598683208	0.2650592474795606	-0.00043918761123978856
125	distilbert/distilgpt2	Male vs Female	0	Sex	M8	1	0.8	0.0011281155029791933	0.32658620648180653	0.3254580909788274	0.0011281155029791434
126	distilbert/distilgpt2	Male vs Female	0	Sex	M8	2	0.7	0.0012158510037807012	0.2938340562321173	0.29261820522833654	0.0012158510037807435
127	distilbert/distilgpt2	Male vs Female	0	Sex	M8	3	0.8	0.0014627909787349954	0.29224926209224117	0.2907864711135062	0.0014627909787349735
128	distilbert/distilgpt2	Male vs Female	0	Sex	M8	4	0.1	-0.0029491066916307275	0.23498798852851904	0.23793709522014977	-0.002949106691630732
129	distilbert/distilgpt2	Male vs Female	0	Sex	M8	5	0.4	0.0002457267139107002	0.3131090243230573	0.31286329760914666	0.0002457267139106545
130	distilbert/distilgpt2	Male vs Female	0	Sex	M9	1	0.8333333333333334	0.002520930978183362	0.28736881804434233	0.284847887066159	0.0025209309781833444
131	distilbert/distilgpt2	Male vs Female	0	Sex	M9	2	0.5	-0.0006909529735518623	0.27639172674707874	0.27708267972063066	-0.0006909529735519282
132	distilbert/distilgpt2	Male vs Female	0	Sex	M9	3	0.3333333333333333	-5.418581243578531e-06	0.2642688700104069	0.2642742885916505	-5.418581243588072e-06
133	distilbert/distilgpt2	Male vs Female	0	Sex	M9	4	0.16666666666666666	-0.0034061824347493773	0.23883166632549546	0.24223784876024482	-0.0034061824347493552
134	distilbert/distilgpt2	Male vs Female	0	Sex	M9	5	0.16666666666666666	-0.0003277297073509394	0.30313800149209175	0.3034657311994427	-0.0003277297073509544
135	distilbert/distilgpt2	Male vs Female	0	Violent	M3	1	0.6	-0.0005882069002836887	0.30137895955704147	0.3019671664573252	-0.0005882069002837165
136	distilbert/distilgpt2	Male vs Female	0	Violent	M3	2	0.0	-0.0026969018130330357	0.2652988052548607	0.2679957070678938	-0.002696901813033059
137	distilbert/distilgpt2	Male vs Female	0	Violent	M3	3	0.2	-0.0009060028474777888	0.23759760233369884	0.23850360518117664	-0.0009060028474777992
138	distilbert/distilgpt2	Male vs Female	0	Violent	M3	4	0.0	-0.005399640172254308	0.24681453743251036	0.25221417760476467	-0.005399640172254305
139	distilbert/distilgpt2	Male vs Female	0	Violent	M3	5	0.0	-0.0012109028641134915	0.27722968515008684	0.27844058801420035	-0.0012109028641135167
140	distilbert/distilgpt2	Male vs Female	0	Violent	M4	1	0.6666666666666666	0.0017510442218432454	0.3182261129841208	0.31647506876227754	0.0017510442218432454
141	distilbert/distilgpt2	Male vs Female	0	Violent	M4	2	0.6666666666666666	0.00011549991419695464	0.2929750029046166	0.2928595029904197	0.00011549991419690375
142	distilbert/distilgpt2	Male vs Female	0	Violent	M4	3	0.6666666666666666	0.00028627801414888784	0.2656735858909087	0.26538730787675985	0.00028627801414887744
143	distilbert/distilgpt2	Male vs Female	0	Violent	M4	4	0.0	-0.004884424270130676	0.25825353723485023	0.2631379615049809	-0.004884424270130694
144	distilbert/distilgpt2	Male vs Female	0	Violent	M4	5	0.6666666666666666	-1.449467769512053e-05	0.2996661671204492	0.29968066179814434	-1.449467769515378e-05
145	distilbert/distilgpt2	Male vs Female	0	Violent	M5	1	0.5384615384615384	-0.0005818557961342314	0.2578074192413343	0.2583892750374686	-0.0005818557961342896
146	distilbert/distilgpt2	Male vs Female	0	Violent	M5	2	0.38461538461538464	-0.0016972101024853607	0.2258594356367561	0.22755664573924148	-0.0016972101024853858
147	distilbert/distilgpt2	Male vs Female	0	Violent	M5	3	0.38461538461538464	-0.0010820709861806095	0.20956570610780123	0.21064777709398183	-0.0010820709861806
148	distilbert/distilgpt2	Male vs Female	0	Violent	M5	4	0.0	-0.004576558430786618	0.20473118755930603	0.2093077459900926	-0.004576558430786581
149	distilbert/distilgpt2	Male vs Female	0	Violent	M5	5	0.15384615384615385	-0.0004087975696445789	0.3691641253222209	0.36957292289186555	-0.00040879756964462555
150	distilbert/distilgpt2	Male vs Female	0	Violent	M6	1	0.4444444444444444	-0.0007514183719952831	0.23412806675898734	0.23487948513098264	-0.0007514183719952994
151	distilbert/distilgpt2	Male vs Female	0	Violent	M6	2	0.5555555555555556	-0.0013329808069910429	0.19867910206974349	0.20001208287673455	-0.0013329808069910687
152	distilbert/distilgpt2	Male vs Female	0	Violent	M6	3	0.5	-0.00010296312070245265	0.18225619559153627	0.18235915871223873	-0.0001029631207024595
153	distilbert/distilgpt2	Male vs Female	0	Violent	M6	4	0.0	-0.0037102528569650794	0.1846664952398795	0.18837674809684457	-0.0037102528569650794
154	distilbert/distilgpt2	Male vs Female	0	Violent	M6	5	0.3333333333333333	0.00041347474648824523	0.3442328930444394	0.34381941829795115	0.00041347474648822935
155	distilbert/distilgpt2	Male vs Female	0	Violent	M7	1	0.75	0.0014789259876124353	0.3447445076017175	0.34326558161410503	0.001478925987612456
156	distilbert/distilgpt2	Male vs Female	0	Violent	M7	2	0.75	-0.0007639655486855121	0.3082343661953928	0.3089983317440783	-0.000763965548685519
157	distilbert/distilgpt2	Male vs Female	0	Violent	M7	3	0.5	-0.001292091226787315	0.28513799413849483	0.28643008536528214	-0.0012920912267873064
158	distilbert/distilgpt2	Male vs Female	0	Violent	M7	4	0.0	-0.004347877562395307	0.27719418797641987	0.2815420655388152	-0.0043478775623953525
159	distilbert/distilgpt2	Male vs Female	0	Violent	M7	5	0.0	-0.0015634591400157313	0.33088510677043814	0.33244856591045385	-0.0015634591400157105
160	distilbert/distilgpt2	Male vs Female	0	Violent	M8	1	0.75	0.002684790731791526	0.2984888850360221	0.2958040943042306	0.0026847907317915087
161	distilbert/distilgpt2	Male vs Female	0	Violent	M8	2	0.5625	0.00036452425459289556	0.27493072560113774	0.27456620134654486	0.0003645242545928795
162	distilbert/distilgpt2	Male vs Female	0	Violent	M8	3	0.4375	4.178254120291004e-05	0.2599676376758566	0.2599258551346537	4.178254120290603e-05
163	distilbert/distilgpt2	Male vs Female	0	Violent	M8	4	0.0625	-0.0037240853235971363	0.24005909470980666	0.2437831800334038	-0.003724085323597137
164	distilbert/distilgpt2	Male vs Female	0	Violent	M8	5	0.3125	3.660579022833388e-05	0.30781416013996926	0.30777755434974097	3.660579022829458e-05
165	distilbert/distilgpt2	Male vs Female	0	Violent	M9	1	1.0	0.00452862330712378	0.345676684868522	0.3411480615613982	0.00452862330712378
166	distilbert/distilgpt2	Male vs Female	0	Violent	M9	2	0.0	-0.0007340144657064784	0.3584461678983643	0.3591801823640708	-0.0007340144657064784
167	distilbert/distilgpt2	Male vs Female	0	Violent	M9	3	0.0	-0.001377380671328865	0.3159837532584788	0.31736113392980764	-0.001377380671328865
168	distilbert/distilgpt2	Male vs Female	0	Violent	M9	4	0.0	-0.00600928592029959	0.2738291225978173	0.27983840851811687	-0.00600928592029959
169	distilbert/distilgpt2	Male vs Female	0	Violent	M9	5	0.0	-0.004114099545404315	0.41414544067811215	0.41825954022351647	-0.004114099545404315
170	distilbert/distilgpt2	Male vs Female	0	Weapon	M5	1	1.0	0.003060572831600439	0.21337822348141344	0.210317650649813	0.003060572831600439
171	distilbert/distilgpt2	Male vs Female	0	Weapon	M5	2	0.5	0.0028098437396692766	0.19582621905783523	0.19301637531816596	0.0028098437396692766
172	distilbert/distilgpt2	Male vs Female	0	Weapon	M5	3	1.0	0.0014314532720618445	0.19190206320672584	0.190470609934664	0.0014314532720618445
173	distilbert/distilgpt2	Male vs Female	0	Weapon	M5	4	1.0	0.0002430003241897516	0.14979216721076224	0.1495491668865725	0.0002430003241897516
174	distilbert/distilgpt2	Male vs Female	0	Weapon	M5	5	1.0	0.0018949100049212202	0.23420540991355657	0.23231049990863537	0.001894910004921202
175	distilbert/distilgpt2	Male vs Female	0	Weapon	M6	1	1.0	5.933707143412903e-07	1.599700772203505e-05	1.540363700769376e-05	5.933707143412903e-07
176	distilbert/distilgpt2	Male vs Female	0	Weapon	M6	2	0.0	-2.3602115106768906e-07	6.569147899426753e-06	6.805169050494442e-06	-2.3602115106768906e-07
177	distilbert/distilgpt2	Male vs Female	0	Weapon	M6	3	0.0	-5.19373770657694e-08	2.834877477653208e-06	2.8868148547189776e-06	-5.19373770657694e-08
178	distilbert/distilgpt2	Male vs Female	0	Weapon	M6	4	1.0	1.0957683116430417e-07	8.673194315633737e-06	8.563617484469432e-06	1.0957683116430417e-07
179	distilbert/distilgpt2	Male vs Female	0	Weapon	M6	5	1.0	0.0012705363333224994	0.005023555830121	0.0037530194967985	0.0012705363333224994
180	distilbert/distilgpt2	Male vs Female	0	Weapon	M7	1	0.8	0.0012874069022473233	0.1634903142455187	0.16220290734327136	0.0012874069022473233
181	distilbert/distilgpt2	Male vs Female	0	Weapon	M7	2	0.4	0.0004962853338838724	0.1571205547386853	0.15662426940480145	0.0004962853338838502
182	distilbert/distilgpt2	Male vs Female	0	Weapon	M7	3	0.2	-0.00023332611283423122	0.14595205649925447	0.1461853826120887	-0.0002333261128342201
