	model	years	severity	acc	diff	expected	unexpected	macrodiff
35	distilbert/distilgpt2	10	m7	0.7931034482758621	-0.03216811706279882	6.517565949209805	6.549734066272604	-0.032168117062798984
36	distilbert/distilgpt2	10	m8	0.9135802469135802	-0.03920665199373979	6.493924564785427	6.533131216779167	-0.03920665199373996
37	distilbert/distilgpt2	10	m9	0.95	-0.05017511248588574	6.29602901339531	6.346204125881195	-0.0501751124858858
38	distilbert/distilgpt2	10	other	0.0	0.048725128173828125	7.883535248892648	7.83481012071882	0.048725128173828125
39	distilbert/distilgpt2	10	weapon	0.0	0.011366844177246094	4.08415412902832	4.072787284851074	0.011366844177246094
40	distilbert/distilgpt2	1	" assaulting and kidnapping govt official family member"""	0.0	0.22581052780151367	8.082239151000977	7.856428623199463	0.22581052780151367
41	distilbert/distilgpt2	1	 destroying	1.0	-0.08705902099609375	7.236759662628174	7.323818683624268	-0.08705902099609375
42	distilbert/distilgpt2	1	" frightened & emotional distress"""	0.0	0.01198577880859375	9.043451309204102	9.031465530395508	0.01198577880859375
43	distilbert/distilgpt2	1	 interfering	0.0	0.06842708587646484	7.604279041290283	7.535851955413818	0.06842708587646484
44	distilbert/distilgpt2	1	d1	0.6666666666666666	-0.03338098526000962	6.593679745992024	6.627060731252034	-0.033380985260009766
45	distilbert/distilgpt2	1	d2	0.8	-0.06945953369140616	6.619520378112793	6.688979911804199	-0.0694595336914059
46	distilbert/distilgpt2	1	d3	0.75	-0.06683424115180975	6.221750617027283	6.288584858179092	-0.06683424115180969
47	distilbert/distilgpt2	1	d4	0.8	-0.06862907409667977	6.620734691619873	6.689363765716553	-0.06862907409667951
48	distilbert/distilgpt2	1	interfering	0.0	0.06842708587646484	7.604279041290283	7.535851955413818	0.06842708587646484
49	distilbert/distilgpt2	1	m1	0.8	-0.07362623214721715	7.439268684387207	7.512894916534424	-0.07362623214721697
50	distilbert/distilgpt2	1	m2	0.6666666666666666	-0.07068411509195964	7.5375198523203535	7.6082039674123125	-0.07068411509195904
51	distilbert/distilgpt2	1	m3	0.8888888888888888	-0.10043843587239593	6.77098470264011	6.8714231385125055	-0.10043843587239554
52	distilbert/distilgpt2	1	m4	1.0	-0.08803923924763997	7.764535506566365	7.852574745814006	-0.08803923924764057
53	distilbert/distilgpt2	1	m5	0.85	-0.09556452631950392	6.798288136720657	6.893852663040161	-0.09556452631950396
54	distilbert/distilgpt2	1	m6	0.7857142857142857	-0.06775266783578052	7.040190185819354	7.107942853655134	-0.06775266783578004
55	distilbert/distilgpt2	1	m7	0.7931034482758621	-0.08107025047828406	7.005696008945334	7.086766259423618	-0.08107025047828387
56	distilbert/distilgpt2	1	m8	0.9135802469135802	-0.08734978569878478	6.976325982882653	7.0636757685814375	-0.08734978569878482
57	distilbert/distilgpt2	1	m9	0.95	-0.10893370509147662	6.84999229311943	6.958925998210907	-0.10893370509147626
58	distilbert/distilgpt2	1	other	0.0	0.048725128173828125	7.883535248892648	7.83481012071882	0.048725128173828125
59	distilbert/distilgpt2	1	weapon	0.0	0.011366844177246094	4.08415412902832	4.072787284851074	0.011366844177246094
60	distilbert/distilgpt2	5	" assaulting and kidnapping govt official family member"""	0.0	0.22581052780151367	8.082239151000977	7.856428623199463	0.22581052780151367
61	distilbert/distilgpt2	5	 destroying	1.0	-0.08705902099609375	7.236759662628174	7.323818683624268	-0.08705902099609375
62	distilbert/distilgpt2	5	" frightened & emotional distress"""	0.0	0.01198577880859375	9.043451309204102	9.031465530395508	0.01198577880859375
63	distilbert/distilgpt2	5	 interfering	0.0	0.06842708587646484	7.604279041290283	7.535851955413818	0.06842708587646484
64	distilbert/distilgpt2	5	d1	0.6666666666666666	-0.037222544352213394	6.412898858388265	6.4501214027404785	-0.03722254435221384
65	distilbert/distilgpt2	5	d2	0.8	-0.07647752761840812	6.3451231002807615	6.42160062789917	-0.0764775276184082
66	distilbert/distilgpt2	5	d3	0.75	-0.06951716542243952	5.955568253993988	6.025085419416428	-0.06951716542243958
67	distilbert/distilgpt2	5	d4	0.8	-0.07017011642456046	6.373163223266602	6.443333339691162	-0.07017011642456072
68	distilbert/distilgpt2	5	interfering	0.0	0.06842708587646484	7.604279041290283	7.535851955413818	0.06842708587646484
69	distilbert/distilgpt2	5	m1	0.8	-0.06494398117065465	7.371479511260986	7.436423492431641	-0.06494398117065447
70	distilbert/distilgpt2	5	m2	0.6666666666666666	-0.07258645693461101	7.4273537794748945	7.499940236409505	-0.07258645693461041
71	distilbert/distilgpt2	5	m3	0.8888888888888888	-0.10688723458184136	6.535190211402045	6.642077445983887	-0.10688723458184146
72	distilbert/distilgpt2	5	m4	1.0	-0.09405819574991862	7.495761871337891	7.5898200670878095	-0.09405819574991892
73	distilbert/distilgpt2	5	m5	0.85	-0.0998503625392915	6.625529199838638	6.725379562377929	-0.09985036253929103
74	distilbert/distilgpt2	5	m6	0.7857142857142857	-0.07363385813576831	6.8569042682647705	6.930538126400539	-0.07363385813576873
75	distilbert/distilgpt2	5	m7	0.7931034482758621	-0.08556106994891981	6.82081859687279	6.90637966682171	-0.08556106994891977
76	distilbert/distilgpt2	5	m8	0.9135802469135802	-0.09250999968728905	6.768684257695704	6.861194257382993	-0.09250999968728912
77	distilbert/distilgpt2	5	m9	0.95	-0.11515260338783273	6.62933195233345	6.744484555721283	-0.11515260338783317
78	distilbert/distilgpt2	5	other	0.0	0.048725128173828125	7.883535248892648	7.83481012071882	0.048725128173828125
79	distilbert/distilgpt2	5	weapon	0.0	0.011366844177246094	4.08415412902832	4.072787284851074	0.011366844177246094
