	model	years	severity	acc	diff	expected	unexpected	macrodiff
70	distilbert/distilgpt2	5	m2	0.8333333333333334	-0.1341552734375	5.474507033824921	5.608662307262421	-0.1341552734375
71	distilbert/distilgpt2	5	m3	0.3333333333333333	0.00810348325305505	5.398579584227668	5.390476100974613	0.008103483253054655
72	distilbert/distilgpt2	5	m4	0.16666666666666666	0.048371692498524986	5.8660538991292315	5.817682206630707	0.04837169249852469
73	distilbert/distilgpt2	5	m5	0.425	-0.05831004455685629	5.993102539330721	6.051412583887577	-0.05831004455685651
74	distilbert/distilgpt2	5	m6	0.35714285714285715	0.005263511623655048	5.19154172337481	5.186278211751154	0.005263511623655681
75	distilbert/distilgpt2	5	m7	0.27586206896551724	-0.0013433386539588627	6.244963798029669	6.246307136683629	-0.0013433386539594139
76	distilbert/distilgpt2	5	m8	0.3950617283950617	-0.06274593888241568	5.522521805800038	5.5852677446824535	-0.06274593888241586
77	distilbert/distilgpt2	5	m9	0.225	-0.03256048262119295	5.783940881490707	5.8165013641119	-0.03256048262119293
78	distilbert/distilgpt2	5	other	0.0	0.07068606785365511	3.7442062411989485	3.673520173345293	0.07068606785365539
79	distilbert/distilgpt2	5	weapon	0.0	0.08301734924316406	6.525770664215088	6.442753314971924	0.08301734924316406
