	model	years	type	severity	acc	diff	expected	unexpected	macrodiff
24	distilbert/distilgpt2	0	other	m9	0.7727272727272727	-0.005808082493868923	9.704331549731167	9.710139632225037	-0.0058080824938695486
25	distilbert/distilgpt2	0	property	m3	1.0	-0.062182426452634054	10.209534645080566	10.271717071533201	-0.06218242645263494
26	distilbert/distilgpt2	0	property	m5	1.0	-0.062182426452634054	10.209534645080566	10.271717071533201	-0.06218242645263494
27	distilbert/distilgpt2	0	property	m6	1.0	-0.06462717056274503	10.342597484588623	10.407224655151367	-0.06462717056274414
28	distilbert/distilgpt2	0	property	m7	1.0	-0.04761854807535748	10.311880429585775	10.359498977661133	-0.04761854807535748
29	distilbert/distilgpt2	0	property	m8	0.8461538461538461	-0.02431132243229779	9.733076645777775	9.757387968210073	-0.02431132243229861
30	distilbert/distilgpt2	0	property	m9	0.7777777777777778	-0.007740709516736999	10.427478207482231	10.43521891699897	-0.007740709516738775
31	distilbert/distilgpt2	0	sex	m2	0.75	-0.008146047592162642	11.412737846374512	11.420883893966675	-0.008146047592163086
32	distilbert/distilgpt2	0	sex	m3	1.0	-0.031430244445799005	10.613789558410645	10.645219802856444	-0.031430244445799005
33	distilbert/distilgpt2	0	sex	m4	0.0	0.21306514739990146	7.174513339996338	6.961448192596436	0.21306514739990146
34	distilbert/distilgpt2	0	sex	m5	0.8888888888888888	-0.02232456207275381	10.100908544328478	10.123233106401232	-0.022324562072753906
35	distilbert/distilgpt2	0	sex	m6	1.0	-0.03641578129359654	10.75777816772461	10.794193949018206	-0.036415781293596794
36	distilbert/distilgpt2	0	sex	m7	0.75	0.02132102847099236	8.544378449519476	8.523057421048483	0.021321028470993042
37	distilbert/distilgpt2	0	sex	m8	0.6	0.015636157989501777	10.275137948989869	10.259501791000366	0.01563615798950302
38	distilbert/distilgpt2	0	sex	m9	0.6666666666666666	0.014880657196044774	10.575981934865316	10.561101277669271	0.014880657196044922
39	distilbert/distilgpt2	0	"viol of inoperable pistol emgncy act of 2008"""	weapon	0.0	0.16227054595947266	6.270869255065918	6.108598709106445	0.16227054595947266
40	distilbert/distilgpt2	0	violent	m3	0.6	0.04360218048095703	8.64142665863037	8.597824478149414	0.04360218048095632
41	distilbert/distilgpt2	0	violent	m4	0.0	0.07271989186604877	9.182903607686361	9.110183715820312	0.07271989186604877
42	distilbert/distilgpt2	0	violent	m5	0.6923076923076923	0.028490543365478002	8.03508395415086	8.006593410785381	0.028490543365478516
43	distilbert/distilgpt2	0	violent	m6	0.5	0.05387735366821272	7.629226048787435	7.575348695119222	0.05387735366821289
44	distilbert/distilgpt2	0	violent	m7	0.75	0.0025364160537706404	9.262912511825562	9.26037609577179	0.0025364160537719727
45	distilbert/distilgpt2	0	violent	m8	0.5625	0.022010982036590465	10.085078984498978	10.063068002462387	0.022010982036590576
46	distilbert/distilgpt2	0	violent	m9	1.0	-0.030731201171875	10.783329010009766	10.81406021118164	-0.030731201171875
47	distilbert/distilgpt2	0	weapon	m5	0.5	0.09187507629394531	11.4686861038208	11.376811027526855	0.09187507629394531
48	distilbert/distilgpt2	0	weapon	m6	1.0	-0.020313262939453125	13.952701568603516	13.973014831542969	-0.020313262939453125
49	distilbert/distilgpt2	0	weapon	m7	0.6	0.02972011566162145	12.527745628356934	12.498025512695312	0.029720115661621804
50	distilbert/distilgpt2	0	weapon	m8	0.5161290322580645	0.024184496172012793	9.915550947189331	9.891366451017317	0.02418449617201368
51	distilbert/distilgpt2	0	weapon	m9	0.5	0.033922672271728516	10.051673889160156	10.017751216888428	0.033922672271728516
52	distilbert/distilgpt2	10	" (from officer)"""	other	0.0	0.1960306167602539	5.3953070640563965	5.199276447296143	0.1960306167602539
53	distilbert/distilgpt2	10	 damaging	 destroying	0.0	0.1816110610961914	6.0514068603515625	5.869795799255371	0.1816110610961914
54	distilbert/distilgpt2	10	" delay)"""	other	1.0	-0.04457998275756836	6.310678958892822	6.355258941650391	-0.04457998275756836
55	distilbert/distilgpt2	10	 disturbed	" frightened & emotional distress"""	0.0	0.16133546829223633	6.704634666442871	6.543299198150635	0.16133546829223633
56	distilbert/distilgpt2	10	" felony or violent misdemeanor"""	other	0.0	0.15663957595825195	6.221621513366699	6.064981937408447	0.15663957595825195
57	distilbert/distilgpt2	10	 impeding	 interfering	0.0	0.15769624710083008	6.0870280265808105	5.9293317794799805	0.15769624710083008
58	distilbert/distilgpt2	10	 threatening	" assaulting and kidnapping govt official family member"""	0.0	0.1833639144897461	6.03562593460083	5.852262020111084	0.1833639144897461
59	distilbert/distilgpt2	10	" viol of inoperable pistol emgncy act of 2008"""	weapon	0.0	0.16227054595947266	6.270869255065918	6.108598709106445	0.16227054595947266
60	distilbert/distilgpt2	10	"(from officer)"""	other	0.0	0.1960306167602539	5.3953070640563965	5.199276447296143	0.1960306167602539
61	distilbert/distilgpt2	10	"delay)"""	other	1.0	-0.04457998275756836	6.310678958892822	6.355258941650391	-0.04457998275756836
62	distilbert/distilgpt2	10	drug	d1	0.0	0.11441946029663026	9.364646434783936	9.250226974487305	0.11441946029663086
63	distilbert/distilgpt2	10	drug	d2	0.0	0.08381319046020472	8.168226718902588	8.084413528442383	0.08381319046020508
64	distilbert/distilgpt2	10	drug	d3	0.0	0.08361726999282815	7.61009681224823	7.526479542255402	0.08361726999282837
65	distilbert/distilgpt2	10	drug	d4	0.0	0.08540887832641567	8.119218826293945	8.03380994796753	0.0854088783264153
66	distilbert/distilgpt2	10	"felony or violent misdemeanor"""	other	0.0	0.15663957595825195	6.221621513366699	6.064981937408447	0.15663957595825195
67	distilbert/distilgpt2	10	homicide	m1	0.2	0.015523815155029297	9.708743667602539	9.693219852447509	0.015523815155029652
68	distilbert/distilgpt2	10	homicide	m2	0.5	-0.00029802322387606495	10.779546737670898	10.779844760894775	-0.0002980232238769531
69	distilbert/distilgpt2	10	homicide	m3	0.0	0.014368057250976562	6.510311126708984	6.495943069458008	0.014368057250976562
70	distilbert/distilgpt2	10	homicide	m4	0.0	0.018384218215942383	6.610755205154419	6.592370986938477	0.018384218215942383
71	distilbert/distilgpt2	10	homicide	m5	0.0	0.012074470520018643	6.416409969329834	6.404335498809815	0.012074470520018643
72	distilbert/distilgpt2	10	impeding	interfering	0.0	0.15769624710083008	6.0870280265808105	5.9293317794799805	0.15769624710083008
73	distilbert/distilgpt2	10	other	m5	0.38461538461538464	0.018335012289193993	7.939905735162588	7.921570722873394	0.018335012289194097
74	distilbert/distilgpt2	10	other	m7	0.0	0.10836296081542969	6.702550315856934	6.5941873550415036	0.1083629608154304
75	distilbert/distilgpt2	10	other	m8	0.0	0.03876096552068529	6.4121481288563125	6.373387163335627	0.03876096552068553
76	distilbert/distilgpt2	10	other	m9	0.045454545454545456	0.04776398702101264	6.8324879732998935	6.78472398627888	0.04776398702101314
77	distilbert/distilgpt2	10	property	m3	0.0	0.030066967010498047	6.498886585235596	6.468819618225098	0.030066967010498047
78	distilbert/distilgpt2	10	property	m5	0.0	0.030066967010498047	6.498886585235596	6.468819618225098	0.030066967010498047
79	distilbert/distilgpt2	10	property	m6	0.0	0.015535831451415572	6.6453940868377686	6.6298582553863525	0.015535831451416016
80	distilbert/distilgpt2	10	property	m7	0.0	0.03253396352132132	6.433265368143718	6.4007314046223955	0.03253396352132221
81	distilbert/distilgpt2	10	property	m8	0.0	0.048792325533353297	6.448377755972055	6.399585430438702	0.048792325533353775
82	distilbert/distilgpt2	10	property	m9	0.0	0.06177038616604275	7.272374206119114	7.210603819953071	0.061770386166043245
83	distilbert/distilgpt2	10	sex	m2	0.0	0.05739724636077881	8.113155722618103	8.055758476257324	0.05739724636077881
84	distilbert/distilgpt2	10	sex	m3	0.0	0.03874969482421875	6.314630508422852	6.275880813598633	0.03874969482421875
85	distilbert/distilgpt2	10	sex	m4	0.0	0.21306514739990146	7.174513339996338	6.961448192596436	0.21306514739990146
86	distilbert/distilgpt2	10	sex	m5	0.0	0.053573979271782673	6.408673127492269	6.355099148220486	0.05357397927178287
87	distilbert/distilgpt2	10	sex	m6	0.0	0.04181480407714844	6.358436039515904	6.316621235438755	0.04181480407714844
88	distilbert/distilgpt2	10	sex	m7	0.16666666666666666	0.06638420621554048	6.00174296895663	5.935358762741089	0.06638420621554086
89	distilbert/distilgpt2	10	sex	m8	0.0	0.0690239429473877	7.1973264694213865	7.128302526473999	0.06902394294738734
90	distilbert/distilgpt2	10	sex	m9	0.0	0.06944346427917465	7.967732350031535	7.89828888575236	0.0694434642791748
91	distilbert/distilgpt2	10	"viol of inoperable pistol emgncy act of 2008"""	weapon	0.0	0.16227054595947266	6.270869255065918	6.108598709106445	0.16227054595947266
92	distilbert/distilgpt2	10	violent	m3	0.2	0.08624534606933594	6.542892932891846	6.45664758682251	0.08624534606933576
93	distilbert/distilgpt2	10	violent	m4	0.0	0.09713331858317058	6.405693054199219	6.308559735616048	0.09713331858317087
94	distilbert/distilgpt2	10	violent	m5	0.23076923076923078	0.0654542262737568	6.06467133301955	5.999217106745793	0.06545422627375697
95	distilbert/distilgpt2	10	violent	m6	0.16666666666666666	0.08110592100355357	5.936419036653307	5.8553131156497535	0.0811059210035534
96	distilbert/distilgpt2	10	violent	m7	0.0	0.0659719705581665	6.6367762088775635	6.570804238319397	0.0659719705581665
97	distilbert/distilgpt2	10	violent	m8	0.125	0.0647293627262116	7.513198882341385	7.448469519615173	0.06472936272621155
98	distilbert/distilgpt2	10	violent	m9	0.0	0.05121564865112216	6.218133926391602	6.166918277740479	0.05121564865112216
99	distilbert/distilgpt2	10	weapon	m5	0.0	0.1158592700958252	9.52153992652893	9.405680656433105	0.1158592700958252
100	distilbert/distilgpt2	10	weapon	m6	1.0	-0.020313262939453125	13.952701568603516	13.973014831542969	-0.020313262939453125
101	distilbert/distilgpt2	10	weapon	m7	0.2	0.05623779296875071	10.832801246643067	10.776563453674317	0.056237792968749645
102	distilbert/distilgpt2	10	weapon	m8	0.2903225806451613	0.037011446491364626	9.02020441332171	8.983192966830346	0.03701144649136445
103	distilbert/distilgpt2	10	weapon	m9	0.5	0.033922672271728516	10.051673889160156	10.017751216888428	0.033922672271728516
104	distilbert/distilgpt2	1	" (from officer)"""	other	0.0	0.1960306167602539	5.3953070640563965	5.199276447296143	0.1960306167602539
105	distilbert/distilgpt2	1	 damaging	 destroying	0.0	0.1816110610961914	6.0514068603515625	5.869795799255371	0.1816110610961914
106	distilbert/distilgpt2	1	" delay)"""	other	1.0	-0.04457998275756836	6.310678958892822	6.355258941650391	-0.04457998275756836
107	distilbert/distilgpt2	1	 disturbed	" frightened & emotional distress"""	0.0	0.16133546829223633	6.704634666442871	6.543299198150635	0.16133546829223633
108	distilbert/distilgpt2	1	" felony or violent misdemeanor"""	other	0.0	0.15663957595825195	6.221621513366699	6.064981937408447	0.15663957595825195
109	distilbert/distilgpt2	1	 impeding	 interfering	0.0	0.15769624710083008	6.0870280265808105	5.9293317794799805	0.15769624710083008
110	distilbert/distilgpt2	1	 threatening	" assaulting and kidnapping govt official family member"""	0.0	0.1833639144897461	6.03562593460083	5.852262020111084	0.1833639144897461
111	distilbert/distilgpt2	1	" viol of inoperable pistol emgncy act of 2008"""	weapon	0.0	0.16227054595947266	6.270869255065918	6.108598709106445	0.16227054595947266
112	distilbert/distilgpt2	1	"(from officer)"""	other	0.0	0.1960306167602539	5.3953070640563965	5.199276447296143	0.1960306167602539
113	distilbert/distilgpt2	1	"delay)"""	other	1.0	-0.04457998275756836	6.310678958892822	6.355258941650391	-0.04457998275756836
114	distilbert/distilgpt2	1	drug	d1	0.3333333333333333	0.06310176849365175	9.57473866144816	9.511636892954508	0.06310176849365234
115	distilbert/distilgpt2	1	drug	d2	0.6	0.007086467742919567	8.67238187789917	8.66529541015625	0.007086467742919211
116	distilbert/distilgpt2	1	drug	d3	0.625	0.004221975803375022	8.016461610794067	8.012239634990692	0.004221975803375244
117	distilbert/distilgpt2	1	drug	d4	0.6	0.006445598602294567	8.506505107879638	8.500059509277344	0.006445598602294211
118	distilbert/distilgpt2	1	"felony or violent misdemeanor"""	other	0.0	0.15663957595825195	6.221621513366699	6.064981937408447	0.15663957595825195
119	distilbert/distilgpt2	1	homicide	m1	0.8	-0.054530525207519706	9.788389492034913	9.842920017242431	-0.05453052520751811
120	distilbert/distilgpt2	1	homicide	m2	1.0	-0.08704328536987216	10.65117883682251	10.738222122192383	-0.08704328536987305
121	distilbert/distilgpt2	1	homicide	m3	1.0	-0.10436296463012695	7.91604471206665	8.020407676696777	-0.10436296463012695
122	distilbert/distilgpt2	1	homicide	m4	1.0	-0.10113954544067383	7.75489354133606	7.856033086776733	-0.10113954544067383
123	distilbert/distilgpt2	1	homicide	m5	1.0	-0.1022648811340332	7.634487152099609	7.736752033233643	-0.1022648811340332
124	distilbert/distilgpt2	1	impeding	interfering	0.0	0.15769624710083008	6.0870280265808105	5.9293317794799805	0.15769624710083008
125	distilbert/distilgpt2	1	other	m5	0.6153846153846154	-0.007992634406456615	8.161007899504442	8.169000533910898	-0.007992634406456034
126	distilbert/distilgpt2	1	other	m7	0.4	0.06785755157470685	7.17328405380249	7.105426502227783	0.06785755157470685
127	distilbert/distilgpt2	1	other	m8	1.0	-0.07094769044355904	7.426511070945046	7.4974587613886055	-0.07094769044355953
128	distilbert/distilgpt2	1	other	m9	0.7727272727272727	-0.036980011246421224	7.500087347897616	7.537067359144038	-0.03698001124642136
129	distilbert/distilgpt2	1	property	m3	1.0	-0.09120726585388184	7.204378604888916	7.295585870742798	-0.09120726585388184
130	distilbert/distilgpt2	1	property	m5	1.0	-0.09120726585388184	7.204378604888916	7.295585870742798	-0.09120726585388184
131	distilbert/distilgpt2	1	property	m6	1.0	-0.10176992416381836	7.3579912185668945	7.459761142730713	-0.10176992416381836
132	distilbert/distilgpt2	1	property	m7	1.0	-0.08082977930704753	7.172858556111653	7.253688335418701	-0.08082977930704782
133	distilbert/distilgpt2	1	property	m8	0.8461538461538461	-0.050338268280029366	7.135117934300349	7.1854562025803785	-0.0503382682800293
134	distilbert/distilgpt2	1	property	m9	0.7777777777777778	-0.02818886439005534	7.858641571468777	7.886830435858832	-0.028188864390055635
135	distilbert/distilgpt2	1	sex	m2	0.75	-0.028382182121276633	8.960840344429016	8.989222526550293	-0.028382182121276855
136	distilbert/distilgpt2	1	sex	m3	1.0	-0.06123685836791992	7.400900363922119	7.462137222290039	-0.06123685836791992
137	distilbert/distilgpt2	1	sex	m4	0.0	0.21306514739990146	7.174513339996338	6.961448192596436	0.21306514739990146
138	distilbert/distilgpt2	1	sex	m5	0.8888888888888888	-0.050112194485134647	7.2786258061726885	7.3287380006578235	-0.05011219448513504
139	distilbert/distilgpt2	1	sex	m6	1.0	-0.06726816722324903	7.452679634094238	7.519947801317487	-0.06726816722324891
140	distilbert/distilgpt2	1	sex	m7	0.75	0.0009317100048064261	6.62799546122551	6.627063751220703	0.0009317100048065186
141	distilbert/distilgpt2	1	sex	m8	0.7	-0.005689764022827148	7.92435131072998	7.930041074752808	-0.005689764022827504
142	distilbert/distilgpt2	1	sex	m9	0.6666666666666666	-0.011339743932088364	8.580663839975992	8.592003583908081	-0.011339743932088808
143	distilbert/distilgpt2	1	"viol of inoperable pistol emgncy act of 2008"""	weapon	0.0	0.16227054595947266	6.270869255065918	6.108598709106445	0.16227054595947266
144	distilbert/distilgpt2	1	violent	m3	0.6	0.013419342041015626	6.9832432746887205	6.969823932647705	0.013419342041015803
145	distilbert/distilgpt2	1	violent	m4	0.6666666666666666	0.03446356455485026	6.985121250152588	6.950657685597737	0.034463564554850556
146	distilbert/distilgpt2	1	violent	m5	0.6923076923076923	0.0023391063396747637	6.523757677811843	6.521418571472168	0.0023391063396749345
147	distilbert/distilgpt2	1	violent	m6	0.6111111111111112	0.03330612182617185	6.3069182766808405	6.273612154854669	0.033306121826171875
148	distilbert/distilgpt2	1	violent	m7	0.75	-0.02943289279937744	7.128382444381714	7.157815337181091	-0.02943289279937744
149	distilbert/distilgpt2	1	violent	m8	0.75	-0.01173961162567122	8.044373452663422	8.056113064289093	-0.011739611625671387
150	distilbert/distilgpt2	1	violent	m9	1.0	-0.0493321418762207	7.188798427581787	7.238130569458008	-0.0493321418762207
151	distilbert/distilgpt2	1	weapon	m5	0.5	0.06816625595092773	9.900336503982544	9.832170248031616	0.06816625595092773
152	distilbert/distilgpt2	1	weapon	m6	1.0	-0.020313262939453125	13.952701568603516	13.973014831542969	-0.020313262939453125
153	distilbert/distilgpt2	1	weapon	m7	0.6	0.012036418914795632	11.173358821868897	11.161322402954102	0.012036418914794567
154	distilbert/distilgpt2	1	weapon	m8	0.5161290322580645	0.013904425405686987	9.218334805580877	9.204430380175191	0.013904425405685927
155	distilbert/distilgpt2	1	weapon	m9	0.5	0.033922672271728516	10.051673889160156	10.017751216888428	0.033922672271728516
156	distilbert/distilgpt2	5	" (from officer)"""	other	0.0	0.1960306167602539	5.3953070640563965	5.199276447296143	0.1960306167602539
157	distilbert/distilgpt2	5	 damaging	 destroying	0.0	0.1816110610961914	6.0514068603515625	5.869795799255371	0.1816110610961914
158	distilbert/distilgpt2	5	" delay)"""	other	1.0	-0.04457998275756836	6.310678958892822	6.355258941650391	-0.04457998275756836
159	distilbert/distilgpt2	5	 disturbed	" frightened & emotional distress"""	0.0	0.16133546829223633	6.704634666442871	6.543299198150635	0.16133546829223633
160	distilbert/distilgpt2	5	" felony or violent misdemeanor"""	other	0.0	0.15663957595825195	6.221621513366699	6.064981937408447	0.15663957595825195
161	distilbert/distilgpt2	5	 impeding	 interfering	0.0	0.15769624710083008	6.0870280265808105	5.9293317794799805	0.15769624710083008
162	distilbert/distilgpt2	5	 threatening	" assaulting and kidnapping govt official family member"""	0.0	0.1833639144897461	6.03562593460083	5.852262020111084	0.1833639144897461
163	distilbert/distilgpt2	5	" viol of inoperable pistol emgncy act of 2008"""	weapon	0.0	0.16227054595947266	6.270869255065918	6.108598709106445	0.16227054595947266
164	distilbert/distilgpt2	5	"(from officer)"""	other	0.0	0.1960306167602539	5.3953070640563965	5.199276447296143	0.1960306167602539
165	distilbert/distilgpt2	5	"delay)"""	other	1.0	-0.04457998275756836	6.310678958892822	6.355258941650391	-0.04457998275756836
166	distilbert/distilgpt2	5	drug	d1	0.3333333333333333	0.08506409327189068	9.52766211827596	9.442598025004068	0.08506409327189246
167	distilbert/distilgpt2	5	drug	d2	0.4	0.041542339324950814	8.556336212158204	8.514793872833252	0.04154233932495188
168	distilbert/distilgpt2	5	drug	d3	0.5	0.04537379741668679	7.919241786003113	7.873867988586426	0.04537379741668701
169	distilbert/distilgpt2	5	drug	d4	0.6	0.048364067077636366	8.430918502807618	8.38255443572998	0.048364067077637074
170	distilbert/distilgpt2	5	"felony or violent misdemeanor"""	other	0.0	0.15663957595825195	6.221621513366699	6.064981937408447	0.15663957595825195
171	distilbert/distilgpt2	5	homicide	m1	0.8	-0.01175575256347674	9.921308612823486	9.933064365386963	-0.011755752563477273
172	distilbert/distilgpt2	5	homicide	m2	1.0	-0.03888249397277743	10.921403646469116	10.960286140441895	-0.03888249397277832
173	distilbert/distilgpt2	5	homicide	m3	1.0	-0.04282331466674805	7.747100353240967	7.789923667907715	-0.04282331466674805
174	distilbert/distilgpt2	5	homicide	m4	1.0	-0.04081606864929199	7.636311054229736	7.677127122879028	-0.04081606864929199
175	distilbert/distilgpt2	5	homicide	m5	1.0	-0.043025970458984375	7.403882026672363	7.446907997131348	-0.043025970458984375
176	distilbert/distilgpt2	5	impeding	interfering	0.0	0.15769624710083008	6.0870280265808105	5.9293317794799805	0.15769624710083008
177	distilbert/distilgpt2	5	other	m5	0.6153846153846154	0.00520713512714096	8.129861776645367	8.124654641518227	0.005207135127140106
178	distilbert/distilgpt2	5	other	m7	0.4	0.08564901351928711	7.126009464263916	7.040360450744629	0.08564901351928711
179	distilbert/distilgpt2	5	other	m8	0.36363636363636365	-0.0038217631253328384	7.265030990947377	7.26885275407271	-0.0038217631253329998
180	distilbert/distilgpt2	5	other	m9	0.6818181818181818	0.007686387408863313	7.404654589566317	7.396968202157454	0.007686387408863737
181	distilbert/distilgpt2	5	property	m3	1.0	-0.028968811035156694	7.178732633590698	7.2077014446258545	-0.02896881103515625
182	distilbert/distilgpt2	5	property	m5	1.0	-0.028968811035156694	7.178732633590698	7.2077014446258545	-0.02896881103515625
183	distilbert/distilgpt2	5	property	m6	1.0	-0.045183420181274414	7.414016246795654	7.459199666976929	-0.045183420181274414
184	distilbert/distilgpt2	5	property	m7	1.0	-0.02289311091105173	7.180086453755696	7.202979564666748	-0.02289311091105173
185	distilbert/distilgpt2	5	property	m8	0.6923076923076923	-0.0016903510460487463	7.026486763587365	7.028177114633413	-0.0016903510460481996
186	distilbert/distilgpt2	5	property	m9	0.6666666666666666	0.017224417792426214	7.64663913514879	7.629414717356364	0.017224417792426117
187	distilbert/distilgpt2	5	sex	m2	0.75	0.016848087310791016	8.901240944862366	8.884392857551575	0.016848087310791016
188	distilbert/distilgpt2	5	sex	m3	1.0	-0.005630016326904297	7.360197067260742	7.3658270835876465	-0.005630016326904297
189	distilbert/distilgpt2	5	sex	m4	0.0	0.21306514739990146	7.174513339996338	6.961448192596436	0.21306514739990146
190	distilbert/distilgpt2	5	sex	m5	0.8888888888888888	0.0002567503187390506	7.207823435465495	7.207566685146755	0.0002567503187398401
191	distilbert/distilgpt2	5	sex	m6	0.8571428571428571	-0.010953630719866072	7.3559748104640414	7.366928441183908	-0.010953630719866325
192	distilbert/distilgpt2	5	sex	m7	0.75	0.03217849135398848	6.565489222606023	6.533310731252034	0.03217849135398865
193	distilbert/distilgpt2	5	sex	m8	0.5	0.03200883865356445	7.837642335891724	7.805633497238159	0.03200883865356463
194	distilbert/distilgpt2	5	sex	m9	0.5	0.02904272079467729	8.488915920257568	8.45987319946289	0.029042720794677734
195	distilbert/distilgpt2	5	"viol of inoperable pistol emgncy act of 2008"""	weapon	0.0	0.16227054595947266	6.270869255065918	6.108598709106445	0.16227054595947266
196	distilbert/distilgpt2	5	violent	m3	0.6	0.04581260681152344	6.974444389343262	6.928631782531738	0.04581260681152344
197	distilbert/distilgpt2	5	violent	m4	0.3333333333333333	0.06995360056559245	6.824567476908366	6.754613876342773	0.06995360056559274
198	distilbert/distilgpt2	5	violent	m5	0.6923076923076923	0.03112114392794099	6.512758365044227	6.481637221116286	0.03112114392794041
199	distilbert/distilgpt2	5	violent	m6	0.5555555555555556	0.05759339862399629	6.24336756600274	6.185774167378743	0.057593398623996706
200	distilbert/distilgpt2	5	violent	m7	0.75	0.021063685417175293	7.1231759786605835	7.102112293243408	0.021063685417175293
201	distilbert/distilgpt2	5	violent	m8	0.625	0.02722746133804327	7.962850898504257	7.935623437166214	0.027227461338043213
202	distilbert/distilgpt2	5	violent	m9	1.0	-0.007440090179443359	7.021427631378174	7.028867721557617	-0.007440090179443359
203	distilbert/distilgpt2	5	weapon	m5	0.5	0.09427452087402344	9.767818927764893	9.67354440689087	0.09427452087402344
204	distilbert/distilgpt2	5	weapon	m6	1.0	-0.020313262939453125	13.952701568603516	13.973014831542969	-0.020313262939453125
205	distilbert/distilgpt2	5	weapon	m7	0.4	0.03708810806274485	11.02265911102295	10.985571002960205	0.037088108062745206
206	distilbert/distilgpt2	5	weapon	m8	0.45161290322580644	0.02612633089865416	9.142284662492814	9.116158331594159	0.02612633089865568
207	distilbert/distilgpt2	5	weapon	m9	0.5	0.033922672271728516	10.051673889160156	10.017751216888428	0.033922672271728516
